file,participant,condition,conflict_text,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
1a,109,control,"I was at the skatepark a few weeks ago and this individual mouthed off to me. As he was standing around not skating he muttered ""well I guess the whole park is his"" as I rode by. I thought this was ridiculous considering he wasn't even riding and was just standing around. I chalked it up to him being insecure and didn't want to argue and stoop to his level. His board shot out when he tried q trick and I stopped it for him which is common courtesy, and he didn't even say thank you which was pretty deliberate. Again I chalked it up to him being insecure or upset over something he shouldn't have as I was nowhere near him, gave him ample room ,and he wasn't even skateboarding.",131,6.26,46.95,20.38,3.66,21.83,16.03,90.08,67.18,25.19,19.08,6.87,0,0.76,11.45,0,6.11,2.29,14.5,12.21,6.87,9.16,5.34,20.61,4.58,2.29,2.29,0,1.53,6.87,2.29,4.58,2.29,2.29,0,15.27,0,0,0,11.45,11.45,2.29,0,1.53,3.05,0.76,4.58,0.76,0,0.76,0,0.76,0.76,0,0,0,5.34,0,0.76,3.82,0,0.76,11.45,5.34,0,15.27,1.53,9.16,3.82,0,2.29,0.76,0,0,0,0.76,0,0,0,0.76,0,12.21,4.58,2.29,0,0,0,0,0,1.53,3.82,0,0
1a,112,control,"There was a conflict where an figure of authority was forcing me to perform a duty every single week instead of a previous arrangement I had of once a month. The authority figure pushed to have every officer perform every week. However, there clearly wasn't a need for all the officers. The most that was needed was 2. Very obviously too, the authority figure allowed other officers to perform once a month, but seemed to only give me a hard time about it and continually tried to find loopholes to make me follow. This continued until it was brought to higher authority.",102,81.7,18.88,85.89,25.77,17,22.55,95.1,52.94,8.82,3.92,3.92,0,0,0,0,4.9,11.76,12.75,7.84,10.78,3.92,0.98,17.65,3.92,1.96,0.98,3.92,5.88,0,0,0,0,0,0,0.98,0,0,0,0,20.59,4.9,1.96,1.96,1.96,5.88,4.9,0.98,0,0,0.98,0,0,0,0,0,9.8,0,4.9,8.82,0,0,11.76,5.88,0,15.69,2.94,1.96,10.78,3.92,0,0,0,0,0,0,0,0,0,0,0,9.8,5.88,2.94,0,0,0,0,0,0,0.98,0,0
1a,117,control,"This conflict was between a close family member and myself regarding the upcoming election. This individual and I have never seen eye to eye on political issues and therefore do not typically talk about them. However, I felt it was no longer a topic to be silent about given the current state of the country. I do not consider myself incredibly liberal or conservative, but this person is very conservative. They began to make an argument for the reelection of our current president by saying I am still too young to understand the big picture and saying that I'm believing the 'fake news' and propaganda apps like Twitter and Instagram promote. I found this to be a frustrating scenario because the person was not trying to support their beliefs with factual and informative points. Instead they spent their time trying to negate my points of view as a whole. Ultimately the conflict did not go far before I realized there would be no calm discussion on the issue without getting into an arguement. Because of this I removed myself from the situation and decided it be best to not continue discussion further.",192,57.9,28.34,79.95,18.12,21.33,26.04,90.62,58.85,13.54,9.38,6.25,0.52,0,0,2.6,4.17,8.33,14.06,7.81,6.25,7.29,5.21,18.23,5.73,3.12,0,0,0.52,3.65,1.56,2.08,0,1.56,0,10.42,0.52,0,0,0,15.1,4.69,2.08,0.52,2.08,1.04,5.21,4.69,2.6,1.56,0.52,1.04,1.04,0,0,0,6.77,2.6,2.08,2.08,1.56,0,6.25,9.9,0.52,10.42,1.04,4.69,4.69,1.56,1.56,0.52,0.52,0.52,0,1.04,0,1.04,0,0,0,7.29,4.69,1.04,0,0,0,0,0,0,1.56,0,0
1a,119,control,"I had a recent fight with one of my best friends due to the fact her boyfriend is disrespectful, drinks too much, and is not a nice person. My best friend is bi-sexual, and her boyfriend and his family have repeatedly said bad things about gay people. In addition, my best friend is very liberal and open minded. Her boyfriend is very conservative and has said horrible slurs that are racist and sexist. She does not see an issue in his actions and often lies about his beliefs. I find him hard to be around and truly believe she deserves better. I have told her this more than once that he makes people uncomfortable and is all together not a good man. We have many friends who are POC and part of the LGBTQIA+ community and it disheartens me she would be with someone who says offensive things about people we love.",152,17.56,95.62,1.52,37.41,19,15.13,92.11,55.92,19.74,13.82,4.61,1.32,0,7.89,0,5.92,3.95,8.55,11.18,5.92,7.24,1.97,17.11,7.24,4.61,1.32,1.32,3.29,9.87,5.26,4.61,1.32,1.97,0.66,25,0.66,4.61,4.61,5.92,9.21,1.97,0.66,0.66,1.32,1.97,2.63,3.29,0.66,1.97,0.66,2.63,0,0,1.32,0.66,12.5,8.55,2.63,1.97,3.29,0.66,2.63,13.82,0,7.24,0.66,3.29,3.29,0,1.32,0.66,0,0.66,0,0,0,0,0,0,0,9.21,5.26,2.63,0,0,0,0,0.66,0,0,0,0.66
1a,128,control,My boyfriend cheated on me and I caught him with things on his phone and he still to this day hasn't told the whole truth and so it affects our relationship still. It causes fights constantly.,36,4.38,91.75,58.07,2.09,18,13.89,100,66.67,30.56,19.44,8.33,2.78,0,8.33,0,11.11,2.78,11.11,2.78,11.11,11.11,2.78,11.11,0,0,0,0,2.78,8.33,2.78,5.56,0,5.56,0,25,0,2.78,0,11.11,11.11,0,5.56,0,0,2.78,2.78,2.78,0,2.78,0,0,0,0,0,0,11.11,8.33,2.78,0,0,0,5.56,2.78,0,19.44,2.78,5.56,11.11,0,0,0,0,0,0,0,0,0,0,0,0,8.33,5.56,0,0,0,0,0,0,0,2.78,0,0
1a,129,control,"A memorable conflict I had with another person was about a year ago with someone I lived with. She was a friend I made freshmen year and we're from the same place back home. She seemed cool and we became friends. We then decided to live with each other in an apartment when we moved out the dorms. While living with her, I realized she wasn't the person I thought she was. There was a lot of qualities in her that I didn't want in a friend. She would lie, was very immature, rude and a lot of people seemed to have problems with her. Things got bad and she started to isolate herself from me and our other roommate. It got to the point where we all had to sit and talk together to try work it out, but nothing got resolved. She ended up moving out and I feel like our lives are a lot better.",158,56.09,88.53,45.06,16.69,15.8,12.66,97.47,62.66,21.52,16.46,5.06,4.43,0,6.96,0,5.06,7.59,15.82,7.59,3.8,6.96,1.9,22.15,2.53,1.9,1.27,0,3.8,4.43,1.9,2.53,0,0.63,0.63,17.72,0,2.53,6.96,0,15.82,5.7,0.63,1.9,4.43,1.27,3.16,1.27,0,0,1.27,2.53,0,2.53,0,0,14.56,7.59,2.53,1.27,2.53,1.27,14.56,6.96,0.63,15.19,1.27,8.86,5.7,1.9,0,2.53,0,0,0,0.63,0,0,0.63,0,0,10.76,6.33,2.53,0,0,0,0,0,0,1.9,0,0
1a,131,control,"When I was in high school, I did not see eye to eye with a colleague. Instead of confronting them face to face about any disagreement we just spent years disagreeing without any change. There were times when we would get into screaming fits with one another. One time in particular, we we were working together on a project, but we couldn’t get any work done. The entire time we were arguing about nonsense that looking back on it didn’t make any sense. Now, I realize that many of my decisions back then were ill advised. I let my emotions get the best of me.",105,32.98,53.81,92.22,1,15,19.05,98.1,56.19,17.14,13.33,6.67,5.71,0,0,0.95,3.81,3.81,14.29,10.48,9.52,3.81,3.81,20.95,2.86,1.9,1.9,1.9,6.67,6.67,0.95,4.76,0,1.9,0,10.48,0,0.95,0,0,16.19,2.86,1.9,1.9,3.81,0.95,4.76,5.71,3.81,0.95,0,4.76,3.81,0.95,0,0,14.29,7.62,2.86,1.9,3.81,0,8.57,7.62,0.95,17.14,0.95,8.57,9.52,5.71,0,0,0.95,0,0,0,0,0,0,0,0,12.38,6.67,3.81,0,0,0,0,0,0,1.9,0,0
1a,133,control,"When I was a kid me and my sister sometimes would get into arguments. There was one time that I remember that was particularly bad, because she had taken something of mine and hid it from me. This escalated into a bigger argument and ended up being a name calling ordeal. Eventually we had gotten to the point where we both were crying but still mad at eachother trying to think of different names to call eachother. To me it felt like it could have been solved if she had given me my toy back, but we were kids and liked to mess with eachtoher sometimes. I remember trying to think of what I could take from her after the whole incident because I wanted to get payback. When my sister was out of her room, I snuck in and decided to take her new american girl doll. As I was walking out my mom came up to me and asked what i was doing with the doll. I ended up getting in trouble for this, but it helped me learn that just because she did something and didn't get in trouble, it doesn't mean that I will have the same thing happen to me.",205,28.88,40.36,87.17,1,22.78,13.17,95.61,64.88,22.93,15.12,10.73,1.46,0,2.93,0,7.8,3.41,16.1,11.22,4.39,8.29,0.98,25.85,3.41,2.93,2.44,0.49,0.98,4.39,0.49,3.9,0,1.46,0.49,10.73,1.46,0,4.88,0,14.15,4.39,1.95,2.44,3.41,0.49,2.93,0.49,0,0,0.49,0,0,0,0,0,12.2,2.44,1.46,2.44,3.9,1.95,14.15,6.34,0.98,15.12,0.98,8.29,6.34,0.98,0.49,0.49,0.49,0,0,0,0,0,0,0,0,7.8,4.39,2.44,0,0,0,0,0,0,0.98,0,0
1a,134,control,"The conflict that i am going to describe was between me and one of my close friends, in this conflict it also involves my boyfriend at that time. Me and my boyfriend dated for about 5 months and it wasn't until the last two months or so I realized he was doing some sketchy things. Not returning my texts, leaving me on read, hanging out with my friends without inviting me, specifically with this my friend who I had danced with for many years and she was dating my boyfriends best friend at that time. Within the last two months of our relationship my friend and her boyfriend broke up due to conflict, and that's when my boyfriend started to hang out with my friend more and more often without telling me. He then proceeded to ""randomly show up"" to places that me and that friend was at, all this time when he would show up I didn't feel like he was there to see me but more of my friend. Once we had broken up, within two weeks he started dating the same friend that had dated his best friend only a couple months ago. Later to my discovery I found out that my ex was only dating me so that he could work his way in on my friend. Not only that, but I asked my friend if they were dating because she had eluded to it before but never gave me a response, she said no. Found out through a post on instagram later that week that she had posted of him saying something along the lines of ""ain't my boyfriend hot"". Finding out that she had lied to my face i confronted her about it, she continued to lie about the whole situation, I gave her one last chance to tell me the truth and she didn't. I friendship ended right then and there.",318,28.11,50,95.41,25.77,28.91,12.58,96.23,62.26,25.47,18.24,11.32,0.63,0,5.97,0.31,7.23,3.14,16.35,6.92,5.03,7.55,3.14,14.47,3.46,3.14,0.94,2.2,2.52,1.89,0.94,0.94,0,0.63,0.31,17.92,0,5.66,3.14,4.72,10.06,1.89,0.63,0.94,2.2,1.26,4.09,2.2,0.94,0.63,0.63,0.31,0.31,0,0,0,10.69,8.49,0.94,1.89,0.63,0,9.75,2.83,0.94,20.75,1.26,7.23,11.95,0.63,0.94,0,0,0,0,0.31,0,0,0,0,0,9.75,3.46,3.46,0,0,0,0,0,1.26,1.57,0,0
1a,136,control,"My parents and I got into a fight over attendance in high school. I had started missing a lot of classes senior year and they were not happy. I received a truancy letter and they had to sign it. My argument was that I had a 4.0 GPA and always got my work done regardless of attending class. I had always been a good student and if i can get straight A's without attending class, why would I show up?",80,37.39,15.86,93.3,10.13,16,17.5,93.75,56.25,17.5,15,12.5,0,0,0,2.5,2.5,6.25,10,12.5,1.25,7.5,2.5,17.5,3.75,0,1.25,1.25,1.25,6.25,2.5,3.75,0,2.5,1.25,8.75,1.25,0,0,0,11.25,0,1.25,3.75,2.5,2.5,3.75,1.25,1.25,0,0,0,0,0,0,0,15,1.25,2.5,6.25,5,0,13.75,3.75,0,17.5,3.75,7.5,7.5,10,0,0,0,0,0,0,0,0,0,0,0,8.75,5,1.25,0,0,1.25,0,0,0,1.25,0,0
1a,142,control,"The conflict was between me and my father. It started over family issues, but quickly escalated into other areas of life, as most arguments tend to do. My father does not get over emotional or yell, contrary to me. The initial disagreement led to disputes over money, work ethic, and much more. The fight was over the phone but that factor did not lessen the intensity. The fight lasted for over an hour and we never really resolved the issue. Often, upon reflecting on disagreements, people find the source of the disagreement to be almost pointless. The end!",98,92.84,34.14,97.35,1,12.25,17.35,90.82,55.1,8.16,5.1,4.08,1.02,0,0,0,3.06,11.22,17.35,6.12,4.08,7.14,3.06,11.22,5.1,3.06,0,0,3.06,9.18,1.02,8.16,0,4.08,0,9.18,3.06,0,0,2.04,17.35,3.06,3.06,0,4.08,1.02,7.14,2.04,0,2.04,0,1.02,0,1.02,0,0,10.2,2.04,2.04,5.1,1.02,0,5.1,8.16,0,18.37,2.04,9.18,8.16,1.02,1.02,1.02,1.02,0,0,0,0,0,0,0,0,15.31,7.14,7.14,0,0,0,1.02,0,0,0,0,0
1a,144,control,"During high school, I worked in a tire shop. A new co-worker transferred to the shop I was working at. When I arrived during his first shift, he had put his things in my locker, which, in fairness was empty at the time. I moved his things into an unused locker and was called away to help with something before I could find him. He later found me and asked if he had taken my locker, I apologized for not being able to find him and let him know, he accepted it and we seemed to be okay with one another. Another coworker later told me that the new co-worker had been going through my things while complaining about me. Rather than getting provoked at something someone else said they had seen, I left a note in my own locker with the new co-workers name on it. The note disappeared, and for several weeks things grew more tense between us. I gave my two weeks notice for unrelated reasons, and the entire time I thought of what I could say or do to him after my last shift, and how good it would feel. Eventually I decided the entire conflict wasn't worth being so worked up over, and I chose to part ways with him without saying a word.",219,51.17,51.83,90.21,25.77,21.9,13.24,92.69,60.27,23.29,16.44,9.59,0.91,0,5.48,0.46,6.85,5.48,15.98,7.76,2.74,6.39,1.37,21.46,5.02,2.74,1.83,1.37,3.2,2.74,1.37,1.37,0.46,0,0.46,14.16,0,0,0,5.48,13.7,5.48,1.37,2.28,2.74,0.91,3.65,2.74,0.91,1.37,0.46,0,0,0,0,0,7.31,1.37,2.74,2.28,1.37,0,12.33,3.65,0.91,17.81,2.74,6.85,8.22,4.11,0.91,0,1.37,0,0,0.46,0,0,0.46,0,0,11.42,4.57,5.02,0,0,0,0,1.37,0,0.46,0,0
1a,150,control,"My boyfriend and I were making dinner in my kitchen. We have been known to have the occasional lover's spat, but we have made it over a year of being together. We were making casual conversation and came upon the topic of strippers and going to strip clubs. I then asked him if he had ever been to one before. He said that he had. I asked him when he had gone. He said that he had gone over the summer when we were apart with he friends. We then proceeded to get in a fight and I did smack him. I was very upset because of the dishonesty and felt as though going to a strip club was a form of cheating. He argued that we are still really young and that he wouldn't have gone if he knew how much it would bother me. We eventually worked it out but that was a very memorable conflict and one of the biggest fights that I have had with him.",170,12.7,91.19,28.81,1.76,15.45,9.41,95.29,68.24,22.94,17.65,5.29,4.12,0,8.24,0,5.29,5.88,11.76,13.53,5.88,11.18,0.59,24.12,2.94,1.76,1.76,1.18,0.59,4.71,0.59,3.53,0.59,2.94,0,19.41,0,1.76,0,8.82,11.76,2.35,2.94,2.35,1.76,0.59,4.12,1.76,0,1.18,0.59,2.35,0.59,0,0.59,1.18,11.76,8.24,1.18,1.76,0.59,0,16.47,4.12,2.94,16.47,3.53,5.29,7.65,0.59,1.76,0.59,0,0,0,0,0,0,0,0,0,8.24,6.47,0.59,0,0,0,0,0,0,1.18,0,0
1a,155,control,"My freshman year, I went through depression because I had a relative pass away a month before I started college. I dealt with this problem for months, but I didn't get professional help for it. I then told my parents about it, but they did not believe me and refused to get me help. My parents are Asian so they don't believe that depression or mental illness is real. They thought that if I didn't have physical injuries, then nothing was wrong. I resented them for a long time, and continued to struggle with my mental health. I started to get severe anxiety and had had anxiety attacks, but never got help for it. I begged my parents to allow me to use insurance to get help, and they refused. It's been about two years now and I went to get professional help on my own.",146,18.84,10.89,98.15,1,16.22,21.23,97.26,57.53,21.92,17.12,13.7,0,0,0,3.42,4.79,2.05,13.01,8.9,3.42,9.59,4.11,19.86,3.42,0.68,0,0.68,0,6.85,0,6.85,2.05,1.37,1.37,10.96,2.05,0,0,0,11.64,2.05,2.05,1.37,1.37,1.37,5.48,0,0,0,0,2.74,0.68,2.74,0,0,15.75,5.48,0,8.22,4.11,1.37,10.27,10.27,1.37,13.7,2.05,2.05,8.9,2.74,0,0,0.68,0,0,0,0,0,0,0,0,13.7,6.16,4.79,0,0,0,0,0,0,2.74,0,0
